id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32503407,145518739,150,10,2019-06-09,2.54,3,334
14139651,19134246,150,10,2019-06-15,0.37,1,8
21836092,47343420,150,10,2018-12-31,0.54,2,0
3747240,2203817,150,10,2018-01-03,0.17,1,0
13941998,34543957,150,10,2017-11-15,0.28,1,0
7328775,38392850,150,10,2016-03-28,0.21,1,0
1942935,1479666,150,10,2016-08-06,0.21,1,0
8266287,32277262,150,10,2017-08-27,0.31,1,0
16793429,3654281,150,10,2019-01-07,0.44,1,43
29257038,193473122,150,10,2019-06-08,1.15,1,9
9149930,2119276,150,10,2019-01-25,0.39,39,241
14011411,15426862,150,10,2019-06-09,0.29,1,13
14385616,176332,150,10,2018-09-26,0.29,1,6
21549541,1745206,150,10,2019-03-17,0.53,1,0
34593987,260997528,150,10,2019-07-07,7.89,1,354
23087403,5788047,150,10,2019-03-25,0.58,1,6
3136535,15414317,150,10,2017-09-23,0.16,1,0
5219488,26781249,150,10,2018-05-29,0.19,1,0
11375631,58110428,150,10,2017-01-04,0.25,1,0
19454344,11670284,150,10,2019-05-02,0.54,2,89
24265209,182295691,150,10,2019-03-09,0.76,1,25
2101349,9829662,150,10,2019-05-27,0.16,1,42
4978607,2316247,150,10,2016-10-08,0.18,1,68
7694418,1784925,150,10,2018-01-02,0.21,1,0
2984662,15179425,150,10,2018-09-14,0.16,1,0
514457,2096690,150,10,2019-05-26,0.17,2,185
7953819,2665690,150,10,2017-01-03,0.25,1,30
32303292,73234851,150,10,2019-05-21,2.78,2,5
33639750,253513520,150,10,2019-06-24,3.57,1,206
23651443,32772480,150,10,2019-07-02,0.64,2,187
8373265,15094887,150,11,2019-01-02,0.82,1,0
27695133,102332204,150,11,2019-06-20,2.92,1,38
28988283,3740621,150,11,2019-06-12,1.26,2,177
29779072,4317615,150,11,2019-01-25,1.43,2,0
34186868,150878611,150,11,2019-06-22,4.65,1,40
174527,833926,150,11,2018-10-28,0.46,1,0
7072541,35819315,150,11,2017-05-22,0.23,2,8
29541214,47022650,150,11,2019-07-02,1.34,3,356
22077540,6123811,150,11,2019-06-13,1.46,1,0
3946239,20449694,150,11,2018-06-08,0.42,1,0
647580,3247050,150,11,2013-12-25,0.13,1,0
7801169,1619994,150,11,2019-04-09,0.25,1,0
13174433,2926947,150,11,2017-01-08,0.3,1,0
969463,1447988,150,11,2018-10-15,0.14,1,364
12282543,36012265,150,11,2019-05-06,0.28,7,330
15772750,88895712,150,11,2019-01-04,0.36,1,0
1919896,1345452,150,11,2017-05-25,0.16,1,0
9033081,39763202,150,11,2016-10-09,0.24,1,0
34120117,253227041,150,11,2019-07-01,5.16,1,142
32466675,64106093,150,11,2019-07-07,3.93,1,217
12296996,30826804,150,11,2019-05-20,0.28,1,364
2303583,11764444,150,11,2018-07-01,0.26,1,0
3817666,2119276,150,11,2019-03-23,0.2,39,313
8193608,10473601,150,11,2016-06-09,0.24,1,0
10812027,6126518,150,11,2019-04-06,0.3,1,174
15971342,43936824,150,11,2019-06-07,0.97,1,0
25909161,32605338,150,11,2019-05-23,1.13,1,3
30020930,183924446,150,11,2019-06-22,1.56,1,49
32355744,242933360,150,11,2019-06-20,2.92,1,81
304799,185753,150,11,2019-06-09,0.13,1,2
8889423,10328631,150,11,2016-06-26,0.24,1,0
13308276,75085688,150,11,2017-11-25,0.31,1,2
13794689,4508140,150,11,2017-12-19,0.3,1,212
829083,4345735,150,11,2014-12-26,0.14,1,0
25252356,190784850,150,11,2019-06-23,0.8,1,8
7680504,1550888,150,11,2019-05-31,0.29,3,332
12167857,6520757,150,11,2019-06-11,0.29,1,0
23696307,3464870,150,11,2019-06-09,0.8,1,2
28980678,20311036,150,11,2019-05-26,1.25,1,105
29073059,31218019,150,11,2019-06-18,1.33,1,270
6610629,23152983,150,11,2019-07-03,0.24,1,319
12627,49670,150,11,2019-06-05,0.49,1,95
3857180,3861404,150,11,2016-10-31,0.23,2,0
7065307,4242708,150,12,2019-01-01,0.31,1,0
2033224,10437461,150,12,2018-01-01,0.2,1,0
23566549,139935139,150,12,2019-07-06,0.8,1,0
30958404,231267860,150,12,2019-06-29,4.04,1,184
17305490,4680813,150,12,2019-05-31,0.42,1,3
28715589,38579823,150,12,2018-12-17,1.29,1,0
32695204,144653854,150,12,2019-07-01,3.79,1,85
6620911,2128805,150,12,2019-06-10,0.24,1,38
31022861,49909186,150,12,2019-07-02,1.89,2,72
13990819,83526094,150,12,2017-04-22,0.39,1,0
17937309,24258807,150,12,2019-01-04,0.44,1,0
33989681,235329443,150,12,2019-07-06,6.55,1,173
302758,8605,150,12,2016-03-26,0.14,1,0
16716676,110786804,150,12,2019-04-11,0.4,1,26
28816970,76610380,150,12,2019-06-22,1.26,1,0
18444575,5945526,150,12,2019-01-01,0.47,1,0
22203719,156983314,150,12,2019-07-01,0.65,1,0
3164173,2338762,150,12,2016-08-28,0.33,1,0
4182568,3267848,150,12,2019-06-02,0.21,1,180
9074921,8163703,150,12,2016-07-19,0.28,1,0
15082930,4169040,150,12,2018-11-30,0.37,1,5
9276587,2782391,150,12,2019-06-14,0.27,2,1
26249499,190921808,150,12,2019-06-01,0.95,47,354
13399051,4027689,150,12,2017-10-30,0.32,2,0
6970372,25237492,150,12,2018-11-14,0.27,34,298
12867918,9293730,150,12,2019-06-01,0.35,16,325
15327611,15636131,150,12,2019-04-18,0.39,1,32
24804386,1092203,150,12,2019-03-31,1.55,1,0
19236099,6597437,150,12,2018-12-24,0.52,1,0
29491140,910677,150,12,2019-06-24,1.54,1,34
4787201,7365719,150,12,2018-08-19,0.24,1,9
5915351,30719563,150,12,2018-08-26,0.25,1,0
8615681,3699016,150,12,2017-09-27,0.27,2,0
21440192,134428157,150,12,2018-07-08,0.63,7,0
27360936,7210713,150,12,2019-07-06,1.09,1,0
13182531,73732590,150,12,2019-04-23,0.33,1,6
6636968,34738375,150,12,2018-01-04,0.34,1,0
32990481,10888067,150,13,2019-06-24,3.86,1,9
8167182,19982835,150,13,2019-06-16,0.28,1,362
8192789,2808153,150,13,2019-06-08,0.42,2,271
13640966,79141968,150,13,2019-06-09,0.37,1,207
3866888,17770287,150,13,2019-05-05,0.23,14,331
14284714,38179715,150,13,2019-05-11,0.36,1,69
29434244,220945034,150,13,2019-06-30,1.53,1,160
12792132,29859280,150,13,2019-06-02,0.34,1,26
29336922,217568399,150,13,2019-01-02,1.54,1,0
18597908,118880596,150,13,2019-04-29,0.56,1,6
23435916,174780742,150,13,2019-06-02,0.94,1,282
16085227,9195264,150,13,2017-04-17,0.41,1,0
796523,4195861,150,13,2019-01-02,0.3,2,15
31116747,212729984,150,13,2019-07-03,7.36,1,89
23467186,148945774,150,13,2018-09-02,0.8,1,0
20846343,32626265,150,13,2018-12-16,0.69,1,0
33334958,68930822,150,13,2019-06-25,4.24,1,61
6909447,36207962,150,13,2015-11-28,0.26,1,0
3614159,461269,150,13,2016-05-01,0.26,1,0
15756117,3484474,150,13,2019-05-31,0.41,1,220
3632258,3325418,150,13,2019-04-15,1.27,3,273
4908331,25266756,150,14,2019-06-20,0.26,1,66
20772583,21066170,150,14,2019-05-24,0.67,1,16
842167,2257960,150,14,2019-05-28,0.31,1,18
29513074,26600082,150,14,2019-07-02,2.8,1,2
30094586,41326201,150,14,2019-06-30,1.89,1,89
25458048,9582456,150,14,2019-03-24,1.17,1,0
22142636,40875021,150,14,2019-04-18,0.76,3,353
22017432,9605757,150,14,2019-04-21,0.74,1,84
26945036,8266306,150,14,2019-06-22,1.36,1,0
14976368,4025366,150,14,2019-06-15,0.41,1,363
22120433,5610754,150,14,2019-05-14,0.83,1,128
22322524,103259676,150,14,2019-01-07,0.77,1,0
28517278,215239210,150,14,2019-06-21,1.45,1,2
4127402,21336880,150,14,2016-11-01,0.29,1,0
29610113,212147885,150,14,2019-05-27,1.85,2,153
28560837,92523072,150,14,2019-07-03,7.24,1,97
13392646,76173252,150,14,2017-11-25,0.38,1,0
30940780,6983558,150,14,2019-07-07,2.25,1,7
22731353,27960761,150,14,2018-04-22,0.79,3,0
4091629,21222224,150,14,2017-12-27,0.28,2,363
12868264,26295451,150,14,2017-05-21,0.4,1,0
15927695,23832321,150,14,2017-11-27,0.46,1,0
23014432,45688186,150,14,2019-04-23,0.82,2,307
25380780,48499240,150,15,2019-05-21,1.25,1,57
30378764,128766,150,15,2019-06-21,2.12,1,9
31225706,233559664,150,15,2019-06-18,2.9,1,7
29278439,34075689,150,15,2019-07-02,1.73,3,69
8052841,39084892,150,15,2017-01-03,0.32,1,0
18668571,119170289,150,15,2019-06-23,0.59,2,0
21922639,9238069,150,15,2019-06-02,0.76,1,1
13207484,9149064,150,15,2019-04-06,0.42,1,55
3791325,3028267,150,15,2019-05-25,0.27,1,280
29629819,223032610,150,15,2019-06-25,1.88,1,19
32050937,21416718,150,15,2019-06-21,3.75,1,35
6567114,34345802,150,15,2018-06-12,0.34,1,342
33589468,109567034,150,15,2019-07-07,6.92,1,69
5105805,8329975,150,15,2019-06-29,0.41,1,5
6487933,14063,150,15,2017-08-04,0.31,1,0
3903173,18481203,150,15,2016-07-30,0.26,1,0
30146925,34277028,150,15,2019-06-10,2.13,1,77
33061311,7289570,150,15,2019-07-01,4.89,1,75
10675118,2199280,150,15,2017-05-28,0.36,1,0
13980860,32772480,150,15,2019-06-26,1.46,2,154
18055685,3167806,150,16,2019-06-25,0.65,1,12
29191564,29104701,150,16,2019-06-14,2.22,1,50
30733035,29245582,150,16,2019-06-23,3.22,1,3
6559985,3531344,150,16,2018-09-02,0.33,1,0
22797190,9374496,150,16,2019-06-23,0.9,1,0
29943700,17871320,150,16,2019-07-07,2.26,1,66
26487039,56666937,150,16,2019-06-20,1.58,1,168
17937356,855079,150,16,2019-04-01,1.75,3,0
22026647,34216298,150,16,2019-06-29,1.17,1,334
15113377,64821734,150,16,2017-08-06,0.48,1,35
21547791,88001494,150,16,2019-06-11,0.87,3,66
9843884,50686888,150,16,2018-11-03,0.37,1,365
32646882,102221050,150,16,2019-06-30,4.17,2,255
30580793,152386567,150,16,2019-07-06,2.25,2,20
5225088,2265022,150,16,2019-05-17,0.33,1,299
10919968,4497387,150,16,2016-12-28,0.4,1,0
12051116,6255163,150,16,2019-06-01,0.42,1,220
13416840,65590212,150,16,2016-11-16,0.43,1,0
1291261,7020798,150,16,2019-03-16,0.22,1,35
8307946,6502766,150,16,2017-01-01,0.37,1,0
19425570,84803093,150,16,2019-06-28,0.81,1,178
721719,3726131,150,17,2018-06-25,0.26,2,36
10836805,56119624,150,17,2017-08-09,0.43,1,363
11730504,11292325,150,17,2018-12-15,0.42,1,157
31441434,136081476,150,17,2019-06-16,3.31,1,19
26398894,20912691,150,17,2019-06-22,1.5,7,10
24356390,138607228,150,17,2018-08-26,1.15,3,0
28052259,76350146,150,17,2019-07-01,1.95,1,0
1483688,477140,150,17,2016-09-24,0.43,1,0
Nearby UN,156758470,150,17,2019-05-22,1.17,1,14
24580422,10574166,150,17,2018-12-26,1.19,1,0
30735308,186334891,150,17,2019-06-19,2.67,2,244
10148201,502563,150,17,2019-05-05,0.4,2,43
22295702,135587084,150,17,2019-01-09,0.9,1,0
4233025,651771,150,17,2019-06-08,0.3,1,170
15841513,8439929,150,17,2019-07-07,0.6,1,102
27927068,8171440,150,17,2019-05-28,1.68,1,0
7627784,6684858,150,17,2019-05-24,0.37,1,364
32062080,2231216,150,17,2019-06-28,3.59,1,16
4936254,22087408,150,17,2019-07-07,0.36,3,264
6866397,3256433,150,17,2019-05-01,0.36,7,0
27858785,65692858,150,17,2019-01-28,1.65,1,188
11888497,1414412,150,17,2019-01-01,0.43,1,26
18569279,4677247,150,17,2019-05-15,0.71,1,338
21648513,2347173,150,17,2019-06-14,1.13,1,0
22270195,162745077,150,17,2019-06-22,0.92,2,72
1034911,5696628,150,17,2019-05-01,0.23,2,23
21498344,51729061,150,17,2019-06-25,1.45,1,0
27161183,204495302,150,17,2019-06-17,2.34,1,0
28101852,212274985,150,17,2019-06-24,1.73,1,11
28050972,29964121,150,17,2019-06-25,1.63,1,362
13046279,364558,150,17,2019-07-02,0.45,1,15
6460353,11775328,150,17,2019-05-19,0.37,1,336
20253237,140299690,150,18,2019-07-05,0.79,1,4
14200676,309088,150,18,2018-05-28,0.53,1,0
26743587,201083646,150,18,2019-06-18,1.57,1,52
13299818,17265086,150,18,2019-06-02,0.81,1,0
1281023,6970732,150,18,2019-05-04,0.25,1,0
13733926,37736307,150,18,2017-06-05,0.49,2,0
25163519,40875021,150,18,2019-06-22,1.32,3,355
28196106,1512565,150,18,2019-06-21,1.8,3,112
12830905,70026602,150,18,2017-03-16,0.47,1,0
32137567,11263163,150,18,2019-06-30,3.83,1,0
30464086,218543704,150,18,2019-06-09,2.54,1,175
1672860,2119276,150,18,2019-04-04,0.27,39,340
3585974,3588028,150,18,2018-05-16,0.3,1,0
17766580,4223227,150,18,2018-04-28,0.87,1,0
1469955,10528,150,18,2019-05-20,0.29,2,135
21136851,5760970,150,18,2019-05-19,0.86,2,364
647413,3245898,150,18,2019-04-06,0.26,1,68
4033300,2155917,150,18,2019-06-26,2.57,3,254
20333831,145082728,150,18,2019-07-06,0.86,2,86
30769985,195691349,150,18,2019-07-06,3.94,3,299
28391618,80478684,150,19,2019-07-01,2.91,2,309
20557017,146812160,150,19,2018-01-10,0.83,1,0
24229203,4391922,150,19,2018-12-29,1.27,1,0
17009742,15194358,150,19,2019-07-01,0.65,1,7
22840839,98956556,150,19,2019-06-05,1.13,1,1
2102542,2977901,150,19,2015-06-22,0.28,1,0
506571,2349977,150,19,2019-03-22,0.32,1,24
8990116,5485733,150,19,2017-10-14,0.42,1,0
15832702,11727149,150,19,2018-03-26,0.59,1,0
16143905,2125221,150,19,2019-06-10,0.62,1,80
1631845,1232988,150,19,2019-06-16,0.27,1,9
15342701,97825348,150,20,2019-07-07,0.61,1,76
19162127,22723650,150,20,2019-06-03,0.8,1,5
25325029,24327574,150,20,2018-10-22,1.52,1,0
10546254,54378184,150,20,2019-06-09,0.47,3,326
22869573,17631246,150,20,2019-05-27,1.15,1,0
23075778,2786998,150,20,2019-06-16,1.19,1,2
7843320,328951,150,20,2019-04-28,1.44,1,35
13876681,82096395,150,20,2019-01-04,0.55,1,178
27620424,194520886,150,20,2019-05-23,1.92,2,147
28053907,10043726,150,20,2019-06-30,2.01,1,26
13778127,80886117,150,20,2019-04-28,0.55,1,82
22122354,161616186,150,20,2019-06-22,1.08,1,36
32086758,164242874,150,20,2019-06-23,4.05,1,272
19720270,12293403,150,21,2019-02-24,0.89,2,157
21476604,12216173,150,21,2019-06-21,1.14,1,2
7660252,18953786,150,21,2019-06-19,0.46,2,349
23514583,19043062,150,21,2019-06-19,1.46,2,5
21982177,6587683,150,21,2019-06-26,1.1,1,1
5756476,27583102,150,21,2019-06-17,0.4,1,191
1114409,265152,150,21,2019-06-02,0.29,3,3
9940337,14314420,150,21,2019-04-21,0.82,1,11
4436944,21841949,150,21,2019-06-10,0.54,2,292
16260362,18569725,150,21,2017-06-08,0.67,1,0
19596021,137772585,150,21,2019-07-02,1.07,1,288
28907,124352,150,21,2017-08-15,0.19,1,189
11461798,60281397,150,21,2019-05-08,0.53,3,333
21589780,114811999,150,21,2019-06-15,1.38,1,48
17679822,120393659,150,22,2019-06-15,0.85,1,238
26519306,53276746,150,22,2019-06-03,1.9,1,261
27807007,20469514,150,22,2019-07-01,2.04,1,118
29800110,49701856,150,22,2019-07-02,2.89,1,50
18719762,52084781,150,22,2019-06-23,0.93,1,292
33047256,11391775,150,22,2019-06-26,7.02,1,29
27366401,195704869,150,22,2019-07-07,2.18,1,144
28794872,114022893,150,22,2019-06-08,2.44,1,123
142069,277747,150,22,2014-11-10,0.23,1,0
5266888,14684238,150,22,2019-06-19,0.41,1,6
2637014,13503154,150,22,2019-01-05,0.38,2,207
2577467,2920976,150,23,2017-07-01,0.36,1,0
4538238,3473330,150,23,2018-10-28,0.41,1,12
14878046,2909294,150,23,2019-07-01,1.42,1,14
28344462,214024476,150,23,2019-07-02,2.34,1,175
15178725,96341353,150,23,2019-06-18,0.78,3,336
10701027,345252,150,23,2019-06-24,0.57,3,0
19354239,135630698,150,23,2019-06-08,0.93,1,120
4613154,23899573,150,23,2016-06-26,0.42,1,0
32244701,241985900,150,23,2019-06-23,4.66,1,106
459066,2282355,150,23,2019-01-01,0.27,1,0
818451,4298896,150,23,2018-01-07,0.31,1,0
21852466,44514403,150,23,2018-05-28,1.18,1,0
27488806,206778021,150,24,2019-06-21,2.38,2,47
32112767,137463409,150,24,2019-07-01,5.26,1,236
22453527,145518739,150,24,2019-05-03,1.68,3,149
1342507,7281456,150,24,2019-01-03,0.53,1,296
6474699,33825321,150,24,2019-06-22,0.51,1,299
32801214,211136294,150,24,2019-06-20,8.37,5,247
20847505,84932767,150,24,2019-05-02,1.08,1,27
223930,1164642,150,24,2019-06-23,0.25,1,363
10132356,21247379,150,25,2019-06-14,1.2,1,22
28054212,18753186,150,25,2019-06-30,2.43,2,54
30759781,149312705,150,25,2019-06-27,3.87,1,19
2816152,2739024,150,25,2017-11-12,0.42,1,16
7894907,1830864,150,25,2016-07-22,0.55,1,0
16726217,110884492,150,25,2019-02-12,0.91,1,64
10089333,16684382,150,25,2019-06-23,0.66,1,0
13340543,75561563,150,25,2018-06-26,0.67,1,0
29171435,103368847,150,25,2019-06-28,4.36,1,129
3414607,3640784,150,25,2019-07-06,0.42,1,18
27468927,206778021,150,26,2019-07-06,2.34,2,55
27693532,1423082,150,26,2019-05-27,2.41,1,0
25616450,193054505,150,26,2019-07-01,3.15,1,175
1798210,9430658,150,26,2016-09-05,0.38,1,0
2100174,10710522,150,26,2019-04-21,0.41,1,269
24465831,81712936,150,26,2019-05-24,1.91,2,340
3386746,17087544,150,26,2015-09-15,0.44,1,0
17844130,101127101,150,26,2019-05-27,0.95,1,0
30539307,229149668,150,26,2019-07-07,3.79,1,93
24286518,183191309,150,26,2019-04-27,1.84,1,26
30349344,144687306,150,26,2019-07-07,3.53,2,241
28195632,80478684,150,27,2019-06-17,2.69,2,317
23199948,172506981,150,27,2019-07-06,1.79,1,320
27166808,48201791,150,27,2019-06-07,2.39,2,29
24287062,180289633,150,27,2019-06-23,2.0,1,321
28031322,196770644,150,27,2019-07-01,2.74,1,259
20053839,142483517,150,27,2019-06-13,1.22,1,25
5056421,13220337,150,27,2019-05-24,0.5,1,0
26135091,195638506,150,27,2019-07-07,2.11,1,19
24990534,3530446,150,27,2019-07-03,2.09,3,288
21551787,48087870,150,27,2019-06-09,1.33,1,63
22699847,134428157,150,27,2019-06-19,1.58,7,319
22325453,153660271,150,28,2018-12-30,1.49,1,68
581421,2861848,150,28,2018-08-05,0.59,1,72
26874462,1339545,150,28,2019-06-21,2.58,2,57
17286647,3407346,150,28,2019-04-30,1.03,1,0
19803017,28881583,150,28,2019-05-30,1.17,1,9
28628675,56750914,150,28,2019-06-25,2.97,1,0
26570316,15175378,150,28,2019-06-29,2.54,2,62
20590523,4530544,150,28,2019-06-17,1.25,1,1
26255392,64097192,150,28,2019-07-01,2.25,1,0
1307723,5435074,150,28,2019-05-23,0.51,1,364
8024051,312080,150,28,2019-05-15,0.6,1,168
25188064,11501956,150,28,2019-06-29,2.04,1,316
5445314,21838149,160,54,2019-06-20,1.03,1,10
5826700,26328221,160,36,2017-03-26,0.7,2,0
13914201,324628,160,122,2019-05-26,3.52,1,179
15149137,7202412,160,102,2019-07-03,3.04,4,118
16063885,83278784,160,41,2019-06-16,1.56,1,273
24966304,188741104,160,48,2019-06-30,3.44,4,117
1043046,2335804,160,70,2018-10-26,1.16,1,0
4284031,4532548,160,79,2019-06-06,1.38,1,108
9769423,50372319,160,70,2018-01-02,1.63,1,342
10978135,56754697,160,50,2019-06-02,1.23,1,4
21486004,67072838,160,48,2019-06-08,2.44,1,327
21881810,3212890,160,52,2019-06-26,2.66,1,27
22376920,163626113,160,107,2019-06-30,5.73,1,49
24162064,182092241,160,48,2019-06-28,3.35,1,203
25504641,192469172,160,68,2019-06-22,5.11,1,33
1170268,6407125,160,31,2018-10-26,0.42,1,0
24652832,56391348,160,46,2019-06-20,3.22,1,270
3133055,15908653,160,156,2019-07-01,2.54,2,307
989976,5435208,160,96,2019-06-22,1.29,1,298
7952963,3333577,160,53,2019-07-01,1.16,2,344
23131496,99683151,160,36,2019-06-23,2.14,3,266
6429905,33558572,160,64,2019-06-16,1.27,1,341
2208545,4906960,160,65,2019-07-05,1.19,1,7
16514949,99643776,160,40,2019-07-03,1.35,2,124
23111561,30486909,160,32,2019-01-02,1.96,1,0
21871576,131993395,160,53,2019-06-22,2.83,1,230
905425,4843750,160,152,2019-06-19,2.1,1,281
14167380,44454496,160,57,2019-06-11,1.63,1,314
17270768,8833885,160,91,2019-06-27,3.35,2,101
417685,119588,160,145,2019-06-22,1.76,2,257
3474320,12949460,160,488,2019-07-01,8.14,1,269
4424511,3641595,160,323,2019-06-22,5.81,1,211
12623332,11732822,160,33,2019-06-15,0.87,1,1
25036166,187103481,160,39,2019-06-21,3.02,1,246
7695043,1338262,160,38,2019-06-06,0.8,3,249
15802947,102251846,160,127,2019-06-30,3.9,1,270
11412980,59922151,160,205,2019-06-30,5.08,1,6
5651523,9680175,160,57,2019-07-07,1.11,1,129
13203601,69286284,160,57,2019-05-29,1.51,1,31
18314102,64964534,160,141,2019-06-24,5.63,1,90
5301003,1763862,160,111,2019-06-22,2.23,1,253
16651519,3019912,160,36,2019-06-10,1.21,1,53
28722807,3017533,160,51,2019-07-05,5.39,1,15
23784779,19909972,160,129,2019-07-06,8.27,1,3
15543169,11845677,160,97,2019-07-05,3.0,1,68
22083540,11365202,160,38,2019-06-20,1.99,1,2
1614817,5283853,160,44,2018-01-01,0.64,2,0
5300082,16155254,160,210,2019-06-23,3.93,4,265
5562710,16155254,160,169,2019-06-21,3.22,4,238
17366807,40438814,160,31,2019-01-13,1.08,1,136
18776908,2544425,160,35,2019-06-23,1.4,1,7
28916375,67552519,160,44,2019-07-07,5.64,2,275
784169,4135221,160,148,2019-06-21,1.83,1,295
4088506,2436652,160,44,2019-06-10,0.76,1,226
4387152,22262958,160,87,2019-06-19,1.63,1,302
7019122,1733462,160,40,2019-06-20,0.83,1,138
14276565,87073749,160,130,2019-06-23,3.72,2,69
16616320,3932715,160,68,2019-06-03,2.26,1,16
21946495,160194786,160,59,2019-06-17,3.28,1,81
22376093,24273714,160,34,2019-07-01,1.84,3,272
27457583,201203968,160,59,2019-06-19,5.46,2,23
30439949,135060128,160,35,2019-07-04,4.79,2,269
411918,2050338,160,125,2019-07-02,1.47,3,169
3297016,2051075,160,36,2019-06-15,0.63,2,228
5604704,19523446,160,134,2019-07-02,2.62,1,338
9575089,48966726,160,35,2019-05-05,0.9,1,8
15421244,98828133,160,129,2019-07-07,3.91,1,220
9689359,50045329,160,52,2019-06-29,1.2,1,291
2917698,263500,160,44,2018-04-27,0.74,2,279
19847790,129646758,160,53,2019-07-01,2.24,2,294
654612,3293368,160,83,2019-05-23,1.01,1,105
1887291,9817733,160,158,2019-06-15,2.33,1,188
5510725,7580514,160,53,2019-06-09,1.06,1,0
9404985,48771768,160,143,2019-07-05,3.29,1,215
21249716,4144536,160,30,2019-07-02,1.55,1,162
21351641,21410583,160,77,2019-01-02,3.77,1,88
30131491,53241793,160,51,2019-07-05,7.5,1,25
30810353,204160428,160,30,2019-06-22,4.71,3,73
8627561,17286936,160,79,2019-07-06,1.72,1,271
9540414,2027404,160,46,2019-06-19,1.06,1,254
19329404,1580521,160,72,2019-06-23,3.2,1,236
19362079,76854135,160,52,2019-06-20,2.16,1,9
1438369,4314535,160,220,2019-06-28,3.19,1,24
15709537,10773304,160,90,2019-06-22,3.17,1,147
15815905,55149412,160,73,2019-06-16,2.38,4,229
24714137,186798498,160,50,2019-07-05,4.05,1,325
7269771,16155254,160,150,2019-06-01,3.21,4,238
848220,4425694,160,187,2019-05-24,2.36,1,221
13615270,78826514,160,48,2019-06-30,1.3,1,40
17093180,99634835,160,68,2019-06-04,2.33,1,19
3952093,20484008,160,75,2019-06-29,1.31,2,8
12078997,5749328,160,36,2019-06-23,0.93,1,318
22101965,161458034,160,37,2019-07-02,1.95,1,71
2836845,10987233,160,175,2019-07-01,2.78,1,269
4396142,1167801,160,79,2019-06-30,1.38,1,133
6004052,27175572,160,105,2019-06-01,2.05,1,18
17906601,122722874,160,115,2019-06-17,4.18,1,80
190542,920542,160,42,2019-05-18,0.44,1,355
4309648,13063145,160,149,2019-06-24,2.61,2,303
7800835,11549078,160,148,2019-07-02,3.24,1,149
8301850,36955448,160,59,2019-06-16,1.58,1,304
15552357,100107219,160,68,2019-07-02,2.05,1,48
17681470,60244293,160,45,2018-01-30,1.61,2,0
17887213,17859338,160,59,2019-07-04,2.4,2,243
18706173,17859338,160,59,2019-07-06,2.42,2,88
19943029,141194871,160,130,2019-06-29,5.6,1,123
21914499,134428157,160,32,2019-06-29,1.64,7,3
25328184,1417893,160,52,2019-06-22,3.9,1,37
30011527,222236294,160,33,2019-07-03,4.65,1,246
413876,2059155,160,36,2018-09-26,0.57,1,365
20518456,80099199,160,32,2019-06-30,3.1,1,39
6730582,32220047,160,29,2019-01-16,0.59,3,179
17600777,100106209,160,45,2019-05-19,1.62,2,303
30591478,228263278,160,0,,,4,180
33858603,15347665,160,0,,,1,0
22533666,103166867,160,0,,,1,0
21015751,79345554,160,0,,,1,0
35267420,265065371,160,0,,,1,77
23126850,12873109,160,0,,,1,0
31651200,10318796,160,0,,,1,0
27627991,208485817,160,0,,,1,0
36222367,272342845,160,0,,,2,359
36238864,272571748,160,0,,,1,349
30968359,30770117,160,0,,,1,0
34894968,263013451,160,0,,,1,125
34976735,115167208,160,0,,,1,5
35425001,65960619,160,0,,,1,14
35062211,30267389,160,0,,,1,364
5618341,11904076,160,0,,,1,0
21198038,42905152,160,0,,,1,42
19945772,16532782,160,0,,,1,0
9678870,50005319,160,0,,,1,0
2789713,14269155,160,0,,,1,24
3970755,3164949,160,0,,,1,0
19602663,137821526,160,0,,,2,0
25865718,1190628,160,0,,,1,278
30086617,187567357,160,0,,,1,0
33422134,9625116,160,0,,,1,140
6725463,19406327,160,0,,,1,365
32466778,219517861,160,0,,,327,318
236806,1151987,160,0,,,1,0
2524058,918543,160,0,,,1,0
4198391,7805184,160,0,,,1,0
8630853,27504587,160,0,,,1,0
20086201,32057251,160,0,,,1,0
6636389,27439632,160,0,,,1,0
12585126,24018769,160,0,,,1,0
29774846,17910174,160,0,,,1,0
349841,202507,160,0,,,1,0
9823806,18195071,160,0,,,1,0
27653304,46176891,160,0,,,1,0
29338760,9399583,160,0,,,1,34
34977297,119273,160,0,,,1,54
12941306,14035480,160,0,,,1,0
11943700,19586959,160,0,,,1,0
22051863,44869463,160,0,,,1,0
32358081,162280872,160,0,,,13,310
7801034,41060870,160,0,,,1,0
9675061,23048845,160,0,,,1,0
12113494,3554055,160,0,,,1,0
12222304,23821373,160,0,,,1,0
12281070,66173032,160,0,,,1,0
13108073,2856748,160,0,,,49,364
27953232,200380610,160,0,,,65,364
35005637,219517861,160,0,,,327,311
21885522,17525654,160,0,,,1,0
19760412,12326863,160,0,,,1,31
22267590,4915579,160,0,,,1,0
34020020,14950774,160,0,,,1,98
35597782,247335568,160,0,,,7,23
344068,1745312,160,0,,,1,0
26190559,196838948,160,0,,,1,0
9898409,40709140,160,0,,,1,0
21377493,154550758,160,0,,,1,171
21827433,142662928,160,0,,,1,0
29415474,3585637,160,0,,,1,281
30746531,48827403,160,0,,,1,363
32633622,27736765,160,0,,,1,0
35120093,31121418,160,0,,,1,56
7095426,2252859,160,0,,,1,365
18682735,10477693,160,0,,,1,0
35567048,18042477,160,0,,,1,59
